session_id,event_type,event_time,traffic_source,device_type
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,CL,2020-04-27T08:16:02.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,CL,2020-04-28T10:06:14.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,HP,2020-04-29T12:00:25.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,ATC,2020-04-30T13:59:45.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,SER,2020-05-01T15:45:42.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,CL,2020-05-02T17:53:16.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,CL,2020-05-03T19:56:51.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,SCR,2020-05-04T22:04:00.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,SER,2020-05-07T01:52:38.612Z,MOBILE,Android
d31b9d4b-126a-49c4-be4b-8e5d7f70804d,VI,2020-05-06T00:01:57.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,HP,2021-06-24T14:06:08.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,ATC,2021-06-26T06:16:57.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,AP,2021-06-27T22:18:59.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,SER,2021-06-26T06:21:49.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,SER,2021-06-27T22:30:27.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,SER,2021-06-29T14:30:57.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,ATC,2021-07-06T06:57:47.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,ATC,2021-07-07T23:02:07.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,ATC,2021-07-09T15:11:35.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,HP,2021-07-11T07:24:43.612Z,MOBILE,Android
2a5d33d4-2ffc-4e71-9cc9-1e650e69c498,VI,2021-07-02T22:37:20.612Z,MOBILE,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,HP,2021-12-03T22:29:38.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,ATC,2021-12-04T06:51:39.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,AP,2021-12-04T15:05:45.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,HP,2021-12-04T06:44:34.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,CL,2021-12-04T15:00:17.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,SCR,2021-12-04T23:16:28.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,SER,2021-12-05T07:37:40.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,SCR,2021-12-05T15:54:01.612Z,WEB,Android
997432b4-a3c3-4d35-a85a-0c7c6291058d,ATC,2021-12-06T08:17:37.612Z,WEB,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,HP,2023-03-31T13:15:52.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,ATC,2023-04-02T03:51:12.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,AP,2023-04-03T18:08:40.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,CL,2023-04-02T03:43:27.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,HP,2023-04-03T17:59:37.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,SCR,2023-04-05T08:22:32.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,CL,2023-04-08T13:20:25.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,SCR,2023-04-10T03:44:00.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,SER,2023-04-14T22:56:27.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,CL,2023-04-16T13:28:21.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,CL,2023-04-18T03:54:17.612Z,MOBILE,Android
b746ff42-f05a-4a8a-a52d-ed149a79e35f,CL,2023-04-19T18:16:29.612Z,MOBILE,Android
8c60ecc3-2eb6-4caa-8189-ebe59622c04c,HP,2022-08-22T15:20:28.639Z,MOBILE,Android
8c60ecc3-2eb6-4caa-8189-ebe59622c04c,ATC,2022-09-26T15:24:27.639Z,MOBILE,Android
8c60ecc3-2eb6-4caa-8189-ebe59622c04c,AP,2022-10-31T16:17:06.639Z,MOBILE,Android
8c60ecc3-2eb6-4caa-8189-ebe59622c04c,HP,2022-09-26T16:13:57.639Z,MOBILE,Android
8c60ecc3-2eb6-4caa-8189-ebe59622c04c,HP,2022-10-31T17:26:02.639Z,MOBILE,Android
8c60ecc3-2eb6-4caa-8189-ebe59622c04c,CL,2022-12-05T17:56:11.639Z,MOBILE,Android
3f468933-f01c-42ca-a274-7d923fce989d,CL,2020-08-28T05:41:04.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,HP,2022-01-26T21:50:50.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,HP,2020-08-17T05:13:25.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,ATC,2020-08-19T10:21:58.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,CL,2020-08-19T10:07:01.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,CL,2020-08-21T15:00:16.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,HP,2020-08-23T19:51:23.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,SCR,2020-08-26T00:41:44.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,ATC,2020-08-30T10:37:17.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,HP,2020-09-09T06:08:36.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,SCR,2020-09-14T15:47:33.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,SER,2020-09-20T01:34:58.558Z,MOBILE,iOS
3f468933-f01c-42ca-a274-7d923fce989d,HP,2020-09-25T11:08:55.558Z,MOBILE,iOS
c6fad938-00ff-4fcf-aa6a-2606854ff283,HP,2021-08-10T06:20:57.558Z,MOBILE,iOS
c6fad938-00ff-4fcf-aa6a-2606854ff283,ATC,2021-08-12T14:41:55.558Z,MOBILE,iOS
c6fad938-00ff-4fcf-aa6a-2606854ff283,ATC,2021-08-14T23:17:20.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,HP,2021-10-24T09:55:18.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,ATC,2021-10-24T12:05:08.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,CL,2021-10-24T12:04:24.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,ATC,2021-10-24T20:39:47.558Z,MOBILE,iOS
c6fad938-00ff-4fcf-aa6a-2606854ff283,VI,2021-08-12T14:32:55.558Z,MOBILE,iOS
c6fad938-00ff-4fcf-aa6a-2606854ff283,VI,2021-08-14T22:58:38.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,VI,2021-10-24T14:15:12.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,VI,2021-10-24T16:23:51.558Z,MOBILE,iOS
1ea40aa0-5370-45c3-818a-615866d7c482,VI,2021-10-24T18:30:59.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,HP,2022-01-19T09:12:30.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,ATC,2022-01-19T19:48:11.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,ATC,2022-01-20T06:24:16.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,AP,2022-01-20T17:06:09.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,SCR,2022-01-20T06:20:18.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,CL,2022-01-20T16:53:11.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,ATC,2022-01-21T03:33:06.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,ATC,2022-01-22T11:31:43.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,SCR,2022-01-22T22:12:19.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,ATC,2022-01-23T19:25:38.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,HP,2022-01-24T06:06:20.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,SER,2022-01-24T16:44:15.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,SER,2022-01-25T03:19:57.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,HP,2022-01-25T13:57:22.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,HP,2022-01-26T00:35:00.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,CL,2022-01-26T11:12:21.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,HP,2022-01-27T08:25:00.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,VI,2022-01-21T14:07:55.558Z,MOBILE,iOS
baac9df5-a696-4084-b8e6-ea1e23b91fc1,VI,2022-01-23T08:52:39.558Z,MOBILE,iOS
b72798a5-1ae4-4da1-92dd-8f5564261dad,HP,2022-08-23T23:26:55.558Z,MOBILE,iOS
b72798a5-1ae4-4da1-92dd-8f5564261dad,ATC,2022-08-29T09:05:39.558Z,MOBILE,iOS
2057147f-6536-4919-b846-29bbd737fe45,HP,2023-02-08T05:59:06.558Z,MOBILE,iOS
2057147f-6536-4919-b846-29bbd737fe45,ATC,2023-02-09T14:17:09.558Z,MOBILE,iOS
2057147f-6536-4919-b846-29bbd737fe45,CL,2023-02-09T14:00:53.558Z,MOBILE,iOS
2057147f-6536-4919-b846-29bbd737fe45,ATC,2023-02-10T22:02:26.558Z,MOBILE,iOS
2057147f-6536-4919-b846-29bbd737fe45,HP,2023-02-12T06:14:26.558Z,MOBILE,iOS
2057147f-6536-4919-b846-29bbd737fe45,ATC,2023-02-13T14:26:52.558Z,MOBILE,iOS
b72798a5-1ae4-4da1-92dd-8f5564261dad,VI,2022-08-29T08:48:32.558Z,MOBILE,iOS
e3e1df04-5698-4727-b4df-9db429a88cdf,HP,2019-02-03T15:56:39.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,ATC,2019-02-03T21:49:25.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,CL,2019-02-03T21:48:31.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,SCR,2019-02-04T03:42:17.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,CL,2019-02-04T09:31:00.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,CL,2019-02-04T21:13:01.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,CL,2019-02-05T03:05:04.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,SER,2019-02-05T08:55:40.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,SER,2019-02-05T14:43:12.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,ATC,2019-02-05T20:34:40.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,ATC,2019-02-06T02:27:04.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,HP,2019-05-22T19:07:49.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,ATC,2019-05-23T03:31:18.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,CL,2019-05-23T03:35:20.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,CL,2019-05-23T12:00:05.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,HP,2019-05-23T20:28:18.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,SCR,2019-05-24T04:47:14.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,CL,2019-05-24T13:05:28.065Z,MOBILE,Android
0a8aa39d-8ba6-4b5a-9b3c-c2fd88046d1d,CL,2019-05-24T21:29:47.065Z,MOBILE,Android
e3e1df04-5698-4727-b4df-9db429a88cdf,VI,2019-02-04T15:19:14.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,HP,2019-09-09T19:20:35.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,ATC,2019-09-09T21:09:46.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,AP,2019-09-09T22:58:35.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,HP,2019-09-09T21:08:15.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,CL,2019-09-09T22:55:42.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,HP,2019-09-10T00:44:19.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,CL,2019-09-10T02:31:56.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,HP,2019-09-10T04:19:08.065Z,MOBILE,Android
3de606f7-d324-4799-b454-a6314a4fca16,VI,2019-09-10T09:43:30.065Z,MOBILE,Android
df4aa437-8e66-4a02-b3d7-630a6c5d30ea,HP,2020-11-09T05:39:06.065Z,MOBILE,Android
df4aa437-8e66-4a02-b3d7-630a6c5d30ea,ATC,2020-11-10T18:15:26.065Z,MOBILE,Android
df4aa437-8e66-4a02-b3d7-630a6c5d30ea,SCR,2020-11-10T18:00:51.065Z,MOBILE,Android
df4aa437-8e66-4a02-b3d7-630a6c5d30ea,ATC,2020-11-12T06:25:57.065Z,MOBILE,Android
df4aa437-8e66-4a02-b3d7-630a6c5d30ea,SCR,2020-11-13T19:10:50.065Z,MOBILE,Android
349f7ef4-283d-4e45-ae5f-0fe5a4d9dd61,HP,2020-12-10T00:34:11.065Z,MOBILE,Android
349f7ef4-283d-4e45-ae5f-0fe5a4d9dd61,ATC,2020-12-14T07:05:19.065Z,MOBILE,Android
349f7ef4-283d-4e45-ae5f-0fe5a4d9dd61,HP,2020-12-14T07:30:49.065Z,MOBILE,Android
d92a3645-411f-4894-938b-437faba3a5c5,HP,2022-02-25T13:10:45.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,ATC,2022-02-25T17:30:30.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,AP,2022-02-25T21:58:26.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,CL,2022-02-25T21:49:53.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,CL,2022-02-26T06:39:13.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,ATC,2022-02-26T11:03:02.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,CL,2022-02-26T15:27:52.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,SCR,2022-02-26T19:52:10.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,SER,2022-02-27T00:16:20.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,HP,2022-02-27T04:41:49.065Z,WEB,Android
d92a3645-411f-4894-938b-437faba3a5c5,ATC,2022-02-27T09:05:55.065Z,WEB,Android
87a49e15-674e-45c6-adcb-b9c4be7c33d9,HP,2022-07-19T08:00:00.065Z,MOBILE,Android
87a49e15-674e-45c6-adcb-b9c4be7c33d9,ATC,2022-07-19T17:34:14.065Z,MOBILE,Android
87a49e15-674e-45c6-adcb-b9c4be7c33d9,AP,2022-07-20T03:03:32.065Z,MOBILE,Android
87a49e15-674e-45c6-adcb-b9c4be7c33d9,CL,2022-07-19T17:36:19.065Z,MOBILE,Android
d92a3645-411f-4894-938b-437faba3a5c5,VI,2022-02-26T02:15:09.065Z,WEB,Android
73196ca1-da4a-4832-bc3c-6050139de0e2,HP,2023-12-05T22:21:06.065Z,MOBILE,Android
73196ca1-da4a-4832-bc3c-6050139de0e2,ATC,2023-12-06T03:40:14.065Z,MOBILE,Android
73196ca1-da4a-4832-bc3c-6050139de0e2,ATC,2023-12-06T03:39:30.065Z,MOBILE,Android
73196ca1-da4a-4832-bc3c-6050139de0e2,SER,2023-12-06T08:57:33.065Z,MOBILE,Android
73196ca1-da4a-4832-bc3c-6050139de0e2,CL,2023-12-06T14:12:45.065Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,HP,2022-04-21T15:03:46.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,ATC,2022-04-21T18:24:59.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,AP,2022-04-21T21:47:02.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,SER,2022-04-21T18:26:55.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,SER,2022-04-22T01:14:31.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,SCR,2022-04-22T04:35:41.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,CL,2022-04-22T07:59:04.155Z,MOBILE,Android
ceeacdac-562a-41e0-8385-62814315733f,VI,2022-04-21T21:49:28.155Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,HP,2021-12-01T08:33:02.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,ATC,2021-12-01T12:15:09.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,ATC,2021-12-01T15:59:14.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,SER,2021-12-01T16:01:30.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,ATC,2021-12-01T19:46:51.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,SCR,2021-12-01T23:27:28.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,SCR,2021-12-02T03:10:12.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,SCR,2021-12-02T06:52:59.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,CL,2021-12-02T10:34:14.405Z,MOBILE,Android
1169986f-9a81-40e9-b283-55119eab9703,HP,2021-12-02T14:17:11.405Z,MOBILE,Android
5eca6229-9e67-4719-9631-34e155f9c097,HP,2022-07-08T02:21:31.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,ATC,2022-07-08T23:21:12.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,SER,2022-07-08T23:24:52.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,HP,2022-07-09T20:25:15.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,ATC,2022-07-10T17:29:30.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,CL,2022-07-11T14:31:16.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,VI,2022-07-12T11:17:47.405Z,WEB,Android
5eca6229-9e67-4719-9631-34e155f9c097,VI,2022-07-13T08:24:48.405Z,WEB,Android
8b31b611-380c-45b4-be16-8f1203917c29,HP,2023-06-30T18:25:45.405Z,MOBILE,Android
8b31b611-380c-45b4-be16-8f1203917c29,ATC,2023-07-03T20:45:26.405Z,MOBILE,Android
8b31b611-380c-45b4-be16-8f1203917c29,SCR,2023-07-03T20:49:13.405Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,HP,2023-06-27T17:43:38.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,ATC,2023-06-28T05:46:41.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,ATC,2023-06-28T17:49:15.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,SER,2023-06-28T05:52:25.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,CL,2023-06-28T17:55:02.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,CL,2023-06-29T06:00:15.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,CL,2023-06-29T18:03:45.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,HP,2023-06-30T06:08:50.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,HP,2023-06-30T18:11:31.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,SER,2023-07-01T06:10:07.021Z,MOBILE,Android
a7c63158-dd92-4617-955c-b01636a8114b,CL,2023-07-01T18:13:42.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,HP,2023-08-22T03:20:02.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,ATC,2023-08-22T03:47:30.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,SCR,2023-08-22T03:47:30.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,CL,2023-08-22T04:14:07.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,SCR,2023-08-22T04:42:07.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,SER,2023-08-22T05:09:23.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,CL,2023-08-22T05:36:59.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,CL,2023-08-22T06:03:57.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,CL,2023-08-22T06:29:59.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,HP,2023-08-22T06:56:21.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,SER,2023-08-22T07:23:28.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,SER,2023-08-22T07:50:55.021Z,MOBILE,Android
4635ec0b-9a74-41c5-8530-97600eea8388,SER,2023-08-22T08:18:30.021Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,HP,2023-06-13T09:43:37.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,ATC,2023-06-13T09:57:29.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,ATC,2023-06-13T10:11:08.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,SER,2023-06-13T10:24:30.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,HP,2023-06-13T10:52:38.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,CL,2023-06-13T11:06:45.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,ATC,2023-06-13T11:35:44.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,CL,2023-06-13T12:04:04.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,ATC,2023-06-13T12:17:44.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,ATC,2023-06-13T12:31:35.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,SCR,2023-06-13T13:00:54.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,CL,2023-06-13T13:28:25.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,ATC,2023-06-13T13:42:21.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,VI,2023-06-13T09:57:34.507Z,MOBILE,Android
ca2fd2c0-8aca-4e8c-80d2-5fbcc17fa29a,HP,2023-06-13T14:10:36.507Z,MOBILE,Android
7b25bdb6-26c7-422a-8874-751fed877951,HP,2023-08-19T23:52:21.881Z,MOBILE,iOS
763abb72-c6da-41c3-8630-0cb7450aad45,SER,2022-12-10T12:55:50.357Z,MOBILE,Android
7b25bdb6-26c7-422a-8874-751fed877951,ATC,2023-08-19T23:52:40.881Z,MOBILE,iOS
7b25bdb6-26c7-422a-8874-751fed877951,ATC,2023-08-19T23:53:14.881Z,MOBILE,iOS
