created_at,customer_id,transaction_id,session_id,product_metadata,payment_method,payment_status,promo_amount,promo_code,shipment_fee,shipment_location_lat,shipment_location_long,total_amount,clear_payment
2020-11-04T17:59:17.397Z,32840,4a761b1e-4109-4c30-9872-9b50b4cef6bd,4da483d3-23b0-40f2-80d6-f6743c9f95ae,"[{'product_id': 20278, 'quantity': 1, 'item_price': 457477}]",Credit Card,Success,5148,WEEKENDMANTAP,10000,-6.29321554243872,106.891616710191,462329,1
2022-11-26T21:03:46.618Z,93365,d5c5d485-9d93-4d25-8891-9be210aa0d35,4db5d132-ee3a-4589-b508-1d758bfbff91,"[{'product_id': 35571, 'quantity': 1, 'item_price': 208876}]",Gopay,Success,0,,10000,3.11080990817827,99.5849034250288,218876,1
2022-07-15T22:13:18.194Z,6664,b5a01723-75a9-44ef-90f3-3765cf09a4fa,eece0251-563d-48e1-aa68-e90455497745,"[{'product_id': 33927, 'quantity': 1, 'item_price': 181344}]",OVO,Success,4912,AZ2022,0,-5.32866351581116,105.431488069038,176432,1
2023-12-24T05:36:27.955Z,4343,4964632a-bf22-44df-92d5-1d2ae2fec2ff,1842d714-05a1-4bb8-a5f5-27b3bfb45d7c,"[{'product_id': 10011, 'quantity': 3, 'item_price': 215291}]",OVO,Fail,0,,10000,-6.35528560922436,106.909932739596,655873,0
2021-11-12T20:49:07.764Z,17336,96c23186-c8d5-4f4a-8534-0c63a091ef50,4f2b1d33-db1d-40cb-9e42-f0979619e696,"[{'product_id': 22124, 'quantity': 2, 'item_price': 186927}]",Credit Card,Success,5839,XX2022,10000,-6.94019786467257,107.362905837214,378015,1
2022-03-19T16:16:22.559Z,78585,ea8525c5-5f3e-49d4-8036-c23b0b214310,5b5c182b-016d-4790-9871-64761f71d4b8,"[{'product_id': 23580, 'quantity': 1, 'item_price': 282115}]",Debit Card,Success,0,,10000,-7.91844917583557,110.25810209077,292115,1
2021-10-12T23:33:12.722Z,60389,542d5d81-3d4b-4c6b-8366-f742194ab50c,53b3d54c-a4a9-4c41-9bd7-35246d8248b8,"[{'product_id': 17759, 'quantity': 2, 'item_price': 553130}, {'product_id': 31889, 'quantity': 1, 'item_price': 229318}, {'product_id': 31733, 'quantity': 1, 'item_price': 295448}, {'product_id': 38359, 'quantity': 1, 'item_price': 207964}]",Credit Card,Success,0,,10000,-1.1739386014771,101.860764201145,1848990,1
2020-03-01T22:40:24.278Z,14664,ce994f27-b4d8-4228-8164-e9bbaedbd34a,3c8bc796-acae-4356-8651-333d67da4afd,"[{'product_id': 7086, 'quantity': 1, 'item_price': 275758}]",OVO,Success,3779,BUYMORE,15000,-4.4149464340499,120.318300179706,286979,1
2023-08-19T22:31:12.798Z,12616,26b9744c-1ec5-4716-b07b-c43e6871e57e,53b7d26e-5392-45e4-863e-54b9f582c03f,"[{'product_id': 50392, 'quantity': 1, 'item_price': 260127}]",Credit Card,Success,0,,10000,-6.276181252986,106.877757231913,270127,1
2023-04-28T21:57:51.675Z,79403,3e2d5989-240d-458b-9a14-c63f3e3ce975,22ec3ca8-6a24-4d66-9e9c-f5b948762017,"[{'product_id': 7121, 'quantity': 1, 'item_price': 247653}]",LinkAja,Success,0,,0,-5.34533610036892,105.645528090472,247653,1
2023-09-17T18:13:15.211Z,85201,f2dde01b-6753-43b0-adc5-20ce3e928a3f,53c385a2-cf94-47c3-a757-71a6d6aacfb3,"[{'product_id': 34051, 'quantity': 1, 'item_price': 267480}]",Credit Card,Success,0,,0,-7.54545726101577,112.370214734138,267480,1
2019-02-09T07:33:00.278Z,5527,b9413351-86b7-46b2-93d6-1d5a9179c1fa,53d81939-6d2c-4135-b187-4778d6f787a4,"[{'product_id': 40093, 'quantity': 1, 'item_price': 330233}]",LinkAja,Success,0,,0,-6.32509517719884,107.795738800105,330233,1
2021-07-27T18:40:09.791Z,59877,442692a7-21b0-4488-abef-031012fd87a2,53e039fe-7399-4d01-8ec2-f417763bd02e,"[{'product_id': 45616, 'quantity': 1, 'item_price': 358957}]",Credit Card,Success,0,,10000,-6.11447764808979,106.780144244329,368957,1
2020-10-28T06:17:18.366Z,40606,b816be31-1550-4740-87fe-f60d4697e72b,53f28a74-d8ce-4f29-bec6-1e151df4de78,"[{'product_id': 2494, 'quantity': 2, 'item_price': 284244}]",Credit Card,Success,5833,WEEKENDSERU,10000,0.940426986510229,118.481460694913,572655,1
2023-10-08T13:25:06.534Z,45234,d7928956-1574-45fa-b712-bc7c9a46ffa9,897116d2-bb1a-4560-9e05-debdf4cd6213,"[{'product_id': 50428, 'quantity': 3, 'item_price': 349276}]",Debit Card,Success,0,,10000,-6.30936129947429,108.041359681549,1057828,1
2023-01-16T21:08:48.519Z,99843,f2f6e5fc-1553-40cc-98e3-2a344fcc5e47,9ece692a-bd0e-48d4-bd11-c6e55b774834,"[{'product_id': 8527, 'quantity': 1, 'item_price': 263415}]",OVO,Fail,0,,10000,-6.27227252017431,106.834350878854,273415,0
2021-04-25T08:43:43.518Z,1853,f1718f40-1ada-4364-b619-464b83be4b18,aac960d0-530f-4d58-8db5-b809b053e6e8,"[{'product_id': 4685, 'quantity': 1, 'item_price': 272786}]",OVO,Success,7123,XX2022,10000,-7.08704487410512,110.640158995737,275663,1
2021-09-07T11:37:51.071Z,79279,d0fb2c0f-f67d-4603-b96b-2d8acacdb3e2,53f5e76e-bb91-457b-8874-5237806ba24a,"[{'product_id': 43255, 'quantity': 1, 'item_price': 295977}]",Credit Card,Success,4529,WEEKENDMANTAP,0,-6.18651227402744,106.931497734756,291448,1
2021-10-24T09:14:08.821Z,20679,192561f3-1ddb-489a-8530-a348077cd6b0,5426ebbf-7c28-4777-8a42-5789c33ac56b,"[{'product_id': 16984, 'quantity': 1, 'item_price': 354072}]",Credit Card,Success,5087,AZ2022,0,-3.63535298818727,114.746682469275,348985,1
2023-02-18T01:51:25.366Z,33213,a1748448-51c1-4780-959b-483a7824bed4,5429d4ad-c54b-48b0-a9de-d14e482113b1,"[{'product_id': 8693, 'quantity': 6, 'item_price': 184927}]",Credit Card,Success,2454,XX2022,0,-0.141191757047098,111.244920798009,1107108,1
2023-11-05T23:57:06.722Z,12454,c140dcf2-1f81-4b82-b152-557c3d5c0b52,5436a7ab-ff80-48a5-ad56-6bc82c718aa2,"[{'product_id': 38766, 'quantity': 1, 'item_price': 412406}]",Gopay,Success,0,,10000,-6.19485289532672,106.944150610366,422406,1
2022-03-19T17:08:44.466Z,10050,181e6664-7d8b-4f29-882a-badba55db0e7,54398900-e7e1-4aec-a261-57de495a1eee,"[{'product_id': 42025, 'quantity': 1, 'item_price': 253718}]",Debit Card,Success,0,,0,-6.19987562548665,106.855964373491,253718,1
2021-11-29T04:13:17.264Z,15616,79e0124d-0d08-4971-a760-64c886141733,5454632b-3f76-4041-a7ed-d9fa8c39fc60,"[{'product_id': 58158, 'quantity': 1, 'item_price': 215994}]",OVO,Success,2715,BUYMORE,0,-7.93685860766922,110.605916972332,213279,1
2023-08-07T15:58:49.989Z,18760,b75b3146-3366-4c13-9cc2-2f078540a087,5454c8bd-fdad-45ad-bb90-b1b21f86bf4a,"[{'product_id': 3865, 'quantity': 1, 'item_price': 188424}]",Debit Card,Success,0,,10000,-6.85346831827623,110.8628951843,198424,1
2019-12-07T09:46:22.084Z,77333,2edcc631-04ce-426c-812c-2846fa1916e8,33c2c392-34f0-48f0-b053-1bc76049cf15,"[{'product_id': 48791, 'quantity': 1, 'item_price': 85752}]",OVO,Success,4745,BUYMORE,5000,-6.14755248759731,106.773082734553,86007,1
2023-10-02T17:05:29.636Z,89929,75dc492f-b747-4996-b2d3-37594dae6099,e75283b5-156e-4ad5-8aa7-b99d3d144afc,"[{'product_id': 5531, 'quantity': 1, 'item_price': 183061}]",Debit Card,Success,0,,10000,0.978915050443758,103.954292829749,193061,1
2023-09-06T03:46:14.935Z,9438,f598675c-8678-498c-b6a9-499efcd13cf9,0ca642a3-68c2-4ff8-81f9-a439486e29aa,"[{'product_id': 3455, 'quantity': 1, 'item_price': 244524}]",OVO,Success,12355,XX2022,10000,-5.55678451204262,105.534489597162,242169,1
2022-05-15T18:26:41.551Z,54487,5e21812c-9672-4ad8-8a6a-d0b002a61093,e755ad34-08e2-49ef-a17d-62476e0b612c,"[{'product_id': 22204, 'quantity': 2, 'item_price': 297829}]",Debit Card,Success,9631,XX2022,10000,1.53847689893871,109.602631934311,596027,1
2023-04-27T09:02:16.829Z,55864,33ae765e-ad5f-4d45-aad6-ca3a302581a8,5485a1dd-8c5d-43fa-aa37-111fc0c83172,"[{'product_id': 25102, 'quantity': 1, 'item_price': 123890}]",Credit Card,Success,0,,0,-6.19112895276719,106.719078264226,123890,1
2022-08-31T04:14:56.269Z,62737,b8c4403e-07f4-4877-a8a0-590e8f34851f,927f116e-661d-4bc4-a8a0-8b72335c01ed,"[{'product_id': 7158, 'quantity': 1, 'item_price': 359551}]",OVO,Success,7579,SC2022,10000,0.24593061658584,111.809075094823,361972,1
2020-09-20T19:24:39.285Z,53495,dd8e5a56-5ef7-4a70-871b-6b6bc1cfe4a7,54988ab1-84db-4924-9fcb-828c003628d6,"[{'product_id': 8555, 'quantity': 1, 'item_price': 204992}]",Gopay,Success,0,,10000,-8.40623085721878,113.852917485487,214992,1
2022-07-20T02:21:49.562Z,4205,1d4137e6-7b25-45d9-a72a-db6cbb31fc11,eb4160e7-8f40-4959-be96-e961879138a5,"[{'product_id': 20465, 'quantity': 1, 'item_price': 317618}]",Debit Card,Success,5177,AZ2022,10000,-7.52612406332817,107.504641595977,322441,1
2023-10-17T14:16:40.235Z,64006,e60cbb50-27de-401c-91aa-922edc771951,54a94b49-41d4-4619-8c65-2aba8067b245,"[{'product_id': 32299, 'quantity': 1, 'item_price': 295475}, {'product_id': 12837, 'quantity': 1, 'item_price': 174344}]",OVO,Success,0,,10000,-7.16658287017336,109.837960359589,479819,1
2021-04-10T09:06:54.853Z,72852,e630a35b-1f13-48df-95ad-cda7577c0569,ceeb97f8-877d-480a-8ac0-040a4edc71c6,"[{'product_id': 9421, 'quantity': 1, 'item_price': 256739}]",OVO,Success,6445,AZ2022,10000,0.527443108320671,123.887549486975,260294,1
2021-06-25T00:10:39.171Z,72124,7ace2e8a-30dd-42ba-ac81-1bdcb71e81b0,dc759e7e-5d87-4897-bd2d-8069a98c83b1,"[{'product_id': 20775, 'quantity': 1, 'item_price': 102906}]",Credit Card,Success,0,,50000,-1.13896910439356,119.55520740032,152906,1
2019-11-16T14:17:01.291Z,25951,4a9d9f45-1e2a-49ce-8904-d5f998fcbd7d,dc9e3a59-5773-4ef8-82cc-4cf41ce109da,"[{'product_id': 25866, 'quantity': 1, 'item_price': 161320}]",Credit Card,Success,0,,15000,-7.45368623827258,109.218218396731,176320,1
2020-01-15T23:45:33.801Z,8036,207efaef-627e-4f9a-9e98-3d3bab01dac3,048e7e88-2f28-4431-9e69-229e2d5435ee,"[{'product_id': 57560, 'quantity': 1, 'item_price': 268791}]",Credit Card,Success,3328,AZ2022,10000,-3.49944367586783,121.510809844377,275463,1
2023-12-11T00:08:33.086Z,61233,38a03b62-869c-4918-bbd5-3cbaf85a8512,eb57edb9-80ba-40fb-b1aa-4f562658d770,"[{'product_id': 15093, 'quantity': 3, 'item_price': 220725}]",Gopay,Success,0,,10000,-7.70628731892458,110.320618870664,672175,1
2023-10-15T04:19:14.466Z,1573,3e1c476d-4e96-4e97-92c6-cd7597754346,d89ee005-9ba2-4488-b127-bb58994639b2,"[{'product_id': 29737, 'quantity': 10, 'item_price': 170072}, {'product_id': 50161, 'quantity': 1, 'item_price': 276049}, {'product_id': 12412, 'quantity': 1, 'item_price': 365356}]",Credit Card,Success,0,,0,-6.93027327605158,113.177186347001,2342125,1
2023-10-20T01:11:16.660Z,44024,49bfbd11-b67d-4019-bfe6-2dfafe3efd6b,1a24514f-340a-4e70-8c63-a8eff65f5f6d,"[{'product_id': 11242, 'quantity': 2, 'item_price': 495159}]",Gopay,Fail,0,,10000,-0.932118527728978,100.663998482623,1000318,0
2021-07-05T19:03:00.790Z,54718,363e7c3f-2d47-4d0b-81ba-adc2caa90ae5,d8cbb132-821a-4b30-b984-17a1fec6c887,"[{'product_id': 49898, 'quantity': 5, 'item_price': 276945}]",Debit Card,Success,0,,0,-6.32038154724718,106.834069600531,1384725,1
2020-04-25T22:01:01.874Z,73756,d940fd99-a8c6-4eeb-b1b3-f9d339d03265,d8d0ead1-d586-43c4-95c4-7a9fde9c367f,"[{'product_id': 20252, 'quantity': 1, 'item_price': 107932}]",Credit Card,Success,3630,AZ2022,10000,-8.24645112259787,114.272713080141,114302,1
2022-06-20T20:53:15.653Z,14645,79727d09-f5ba-477d-a652-e89eaba8af1a,4696bcee-151b-428e-89bb-87cb3ff369f2,"[{'product_id': 40223, 'quantity': 1, 'item_price': 94647}]",OVO,Success,0,,10000,-6.25999524904774,106.871464541844,104647,1
2022-07-09T03:48:03.470Z,89545,4e3b1363-9672-49cb-b735-48bc71f6abbd,d80416d1-31b0-4265-a5b5-c1c9529a0f88,"[{'product_id': 42892, 'quantity': 1, 'item_price': 43718}]",LinkAja,Success,7636,XX2022,10000,-1.80703463795768,133.844377489222,46082,1
2023-03-16T22:25:42.540Z,99071,c350fc7e-5640-4f5d-a9ad-7fe5af588fd7,d9073e2d-0bd0-4336-b79d-d3fa5e68180e,"[{'product_id': 23127, 'quantity': 1, 'item_price': 129141}]",Credit Card,Success,0,,10000,-5.10035792287343,104.84446674278,139141,1
2020-12-08T01:37:36.003Z,45339,9575fe25-2854-47be-a557-7e92502dc953,d91a5259-4555-43c0-91da-6fe4371ad460,"[{'product_id': 16923, 'quantity': 1, 'item_price': 125895}]",Gopay,Success,3405,WEEKENDSERU,0,-0.570685817410256,109.580868282834,122490,1
2022-04-26T19:15:59.311Z,64699,0bba4c40-1149-499a-93a6-681725985f02,d934e8f2-4da5-430d-8315-44282014d7ad,"[{'product_id': 37066, 'quantity': 1, 'item_price': 239973}]",Gopay,Success,6863,LIBURDONG,25000,-1.63764254878131,116.233953772846,258110,1
2023-08-22T18:21:39.676Z,17070,416ee6b2-fb98-481d-87a0-185e5ee387fc,2d40ae41-720c-44f2-bcfb-e848ae627d10,"[{'product_id': 50628, 'quantity': 1, 'item_price': 77205}]",OVO,Success,0,,0,-6.13167072565013,106.699622017052,77205,1
2023-05-06T18:54:37.802Z,93558,8e9b2fe2-f295-461e-8297-9b69e2d2606d,d93b0b23-2051-4257-972d-2244930d6a5a,"[{'product_id': 48472, 'quantity': 3, 'item_price': 304429}]",Debit Card,Success,4923,AZ2022,10000,-7.80743984878002,113.800260426567,918364,1
2023-05-12T09:20:49.580Z,95725,fdce33b5-d739-4fb0-a9e5-95789b67bd1d,d943bc42-3bc1-4683-b1eb-4b6054ed4204,"[{'product_id': 20289, 'quantity': 1, 'item_price': 237901}]",Gopay,Success,0,,0,-6.24251925054245,106.875491940122,237901,1
2022-08-20T16:33:17.504Z,25915,7a49da53-bcc4-462d-898a-3e6950912d79,f66d727f-f39d-40ae-bbe4-e078824707b8,"[{'product_id': 34433, 'quantity': 1, 'item_price': 394889}]",Debit Card,Success,0,,0,-2.65846359237942,132.214957607357,394889,1
2019-12-01T15:16:08.566Z,65415,bf0a98ae-2c76-4d17-b988-63ad82a1b46e,b45c878e-1199-4b02-b409-00d181d1df6a,"[{'product_id': 10154, 'quantity': 1, 'item_price': 366788}]",Gopay,Success,0,,10000,0.29808932123043,112.39052306163,376788,1
2023-10-21T20:40:14.971Z,11723,d89f9163-f74b-43b1-a834-1b31066d29f8,d806b4e4-a3af-4bf9-add1-b6d19a8ce3f2,"[{'product_id': 13313, 'quantity': 1, 'item_price': 373000}]",OVO,Success,0,,10000,-8.06222171404502,113.672848351416,383000,1
2021-05-12T18:03:52.024Z,66006,4f5248d3-cd12-40bf-a029-2678a19b668a,f6731066-e2df-49aa-a832-044ddf4bce34,"[{'product_id': 11985, 'quantity': 1, 'item_price': 674114}, {'product_id': 2649, 'quantity': 1, 'item_price': 128513}]",OVO,Success,0,,10000,-5.95528257518237,134.445487282725,812627,1
2021-07-13T07:15:35.674Z,88626,e0e9e634-5f1d-4889-94c4-4bd5ed32b09f,f69b228a-0a39-4869-ac7b-14fbbe1f0526,"[{'product_id': 53621, 'quantity': 1, 'item_price': 473599}]",OVO,Success,4154,WEEKENDSERU,10000,-6.23218807046086,106.756112271186,479445,1
2020-02-08T04:29:45.671Z,36444,55cc6703-8d13-4df8-ab25-669e99693253,f6a2b745-4335-4c67-b07b-5eacb48924bb,"[{'product_id': 14045, 'quantity': 1, 'item_price': 260191}]",Credit Card,Success,0,,10000,-8.25691201870502,111.684100490644,270191,1
2023-02-09T08:39:23.486Z,36953,6d28f9c7-9572-4805-a935-0b87b3a213b0,f6aa4bf6-845d-41fe-bd17-96e843ff25a0,"[{'product_id': 35023, 'quantity': 1, 'item_price': 183984}]",OVO,Success,0,,10000,0.89604075887493,115.887120586166,193984,1
2020-08-19T08:07:50.542Z,33800,7e57868c-7563-4416-ae68-ceb804962ab2,195d22c1-f3ac-4a13-bbba-7a027badbade,"[{'product_id': 58180, 'quantity': 1, 'item_price': 254407}]",Credit Card,Success,5104,WEEKENDSERU,10000,-6.10134012324374,106.962233288686,259303,1
2023-07-16T18:01:59.066Z,2409,017a0101-6c88-4aab-b4b6-b0110a3c63f9,195d7e80-ab9e-4be9-98e8-c51840b6b566,"[{'product_id': 50465, 'quantity': 1, 'item_price': 235473}]",OVO,Success,8987,AZ2022,0,-8.08086551043815,110.570109054975,226486,1
2022-06-29T02:15:12.956Z,56724,8f4eabb1-c8d6-4ebb-af75-197f94153601,19619eae-0d32-4f8f-a3c2-20ba3bff4ce9,"[{'product_id': 31467, 'quantity': 1, 'item_price': 226111}]",Debit Card,Success,3945,BUYMORE,0,-4.55869171063383,105.109509478497,222166,1
2022-03-07T03:41:34.299Z,12233,6ff4e8f3-54a7-4606-b5ca-8d1961d7a33d,2af2427c-16da-46c1-8dd4-8697359ef6d1,"[{'product_id': 18391, 'quantity': 1, 'item_price': 117371}]",Gopay,Success,0,,10000,-6.21390892070091,107.595526417823,127371,1
2022-07-26T10:13:56.828Z,98357,9d9fe250-91a0-49b3-8834-599932eaf122,64c71266-d351-4aa2-84b4-948a4188ed1a,"[{'product_id': 12916, 'quantity': 1, 'item_price': 91626}]",OVO,Success,0,,10000,-6.49743794349133,107.48885914439,101626,1
2023-10-08T21:06:23.297Z,81908,d251930e-5ff0-4243-976e-1759587e665d,1972e481-17f6-4053-84a9-f35e85ba9f3c,"[{'product_id': 36782, 'quantity': 1, 'item_price': 99009}]",Gopay,Success,0,,10000,-5.79782832806441,105.675420174468,109009,1
2023-09-25T06:51:10.363Z,17773,e4f26634-cd94-4663-833e-229d62e43250,19790fb2-dd9c-4c31-9926-1daa3ebeb738,"[{'product_id': 36284, 'quantity': 1, 'item_price': 288679}, {'product_id': 26083, 'quantity': 1, 'item_price': 244619}]",OVO,Success,9012,WEEKENDSERU,50000,-6.84139311593595,107.789525009447,574286,1
2022-06-19T07:17:11.161Z,74086,1ad46658-0eb2-4c21-85f2-672d48edbcbd,d954a938-f5c7-45e5-a7bd-9d17f15e9b84,"[{'product_id': 28488, 'quantity': 1, 'item_price': 237242}]",Credit Card,Success,3883,BUYMORE,10000,-8.38558301513165,115.000300651406,243359,1
2020-08-01T12:46:14.007Z,26136,42f020a9-f4e2-494b-862d-3ccb9617c0a1,d95fcdb1-a6a9-4613-9f73-6866ef64cffe,"[{'product_id': 39672, 'quantity': 4, 'item_price': 166057}]",Credit Card,Success,0,,10000,-8.20164283608545,113.875816033762,674228,1
2023-07-16T04:29:41.242Z,88736,ca2d6498-8108-49db-970e-cafe322892b6,d962f7e6-e2cb-4028-b666-71314448ee45,"[{'product_id': 20324, 'quantity': 1, 'item_price': 87999}]",Credit Card,Success,0,,15000,-4.83153363519627,103.726819817487,102999,1
2023-07-29T05:46:33.036Z,52939,c15ec801-5253-4e1e-96b2-fef4873a61ba,d9663662-a353-4b16-aec4-ca4caebcb266,"[{'product_id': 37164, 'quantity': 1, 'item_price': 251809}]",Gopay,Success,6819,AZ2022,5000,1.15292435216022,109.152877188093,249990,1
2023-07-11T15:12:21.010Z,41480,35f96670-7a0d-46e9-9b69-86433cae3a74,d96718ef-d87b-4f30-ade0-9d54a3dab188,"[{'product_id': 12075, 'quantity': 1, 'item_price': 141133}]",Gopay,Success,2730,WEEKENDSERU,0,-0.444458155947649,109.419740463096,138403,1
2022-01-11T00:36:20.986Z,12461,fd958394-49b6-4a78-9c62-e7988b5a2190,d96e4420-20d4-463f-9eb8-78a6979a97cb,"[{'product_id': 27915, 'quantity': 1, 'item_price': 166615}]",Gopay,Success,0,,50000,-7.60847818562097,110.013334459772,216615,1
2023-04-28T04:56:54.029Z,4315,77608584-d3c8-41c9-ba29-b1699fee9ccf,ebf70706-38cb-4c2b-9317-a32bf7cd4fc3,"[{'product_id': 7286, 'quantity': 1, 'item_price': 196006}]",OVO,Success,4552,XX2022,10000,-7.36274511723383,109.433336142952,201454,1
2021-03-11T12:13:09.716Z,10941,4f2b087a-58a3-45b0-83a5-4edf9d727b0a,c1cf6cc9-8973-499f-aa7e-e41d70d6c051,"[{'product_id': 2546, 'quantity': 1, 'item_price': 271512}]",OVO,Success,0,,10000,-3.59145586712651,126.63027324212,281512,1
2020-08-24T03:50:16.858Z,66822,114660eb-76b7-48b0-8814-e333ab3b478a,f176356c-395d-4865-bde5-0085fad3342c,"[{'product_id': 44073, 'quantity': 1, 'item_price': 342123}]",OVO,Success,0,,15000,-7.98646253749818,110.285303515279,357123,1
2022-11-21T13:55:58.288Z,30284,9556f931-1a01-4c55-8a18-ae78ab973343,d9752e23-bb71-48c5-9c0e-93f5cc3a2859,"[{'product_id': 49120, 'quantity': 2, 'item_price': 121519}]",Credit Card,Success,4819,WEEKENDSERU,10000,3.08848117674824,99.3486443308658,248219,1
2023-10-29T23:24:08.952Z,81676,2d48581d-0515-490a-bbc2-bd1eac4da8f4,d97cd2dd-e334-46a4-94d2-a7a9f386944b,"[{'product_id': 38940, 'quantity': 1, 'item_price': 202980}]",Credit Card,Success,0,,0,-6.28918512499471,106.820681425362,202980,1
2019-08-26T18:35:14.542Z,21867,0cc494d4-ba4a-48ff-94ef-5b0790af351f,d98d5cac-e653-4bee-9977-dbff4893e72f,"[{'product_id': 56713, 'quantity': 1, 'item_price': 304962}]",OVO,Success,3486,WEEKENDSERU,10000,1.25395918676885,99.2839690127654,311476,1
2023-08-11T05:12:14.566Z,25340,54624174-b9c3-46d8-8c3d-ac655200689c,efaeef49-5799-4efe-a646-403be6f89cb9,"[{'product_id': 28452, 'quantity': 2, 'item_price': 265039}]",Gopay,Success,7052,BUYMORE,25000,-0.195650864154,114.310510982379,548026,1
2020-12-08T15:14:51.576Z,69535,783516c5-5a7f-4b86-ba7a-0b550d8a7e31,4e61c823-9368-4450-bbe3-453985b182ab,"[{'product_id': 6004, 'quantity': 1, 'item_price': 269177}]",OVO,Success,0,,15000,-6.83534574226478,111.515654788872,284177,1
2023-01-10T08:05:56.086Z,37128,b1c2565e-a47f-4d6d-b572-f3e3f549a2df,5b70d11e-535a-4d68-8562-c28ae4a7bd42,"[{'product_id': 27972, 'quantity': 1, 'item_price': 117208}]",LinkAja,Success,7441,WEEKENDSERU,10000,-6.45116174888914,105.995697477543,119767,1
2021-07-23T11:22:12.281Z,39456,84187806-66cd-417f-b882-abd0dcac63b8,3e620351-debf-4928-915b-b2060cf884fa,"[{'product_id': 7476, 'quantity': 1, 'item_price': 301045}]",OVO,Fail,0,,10000,-7.93201010952741,111.753894076368,311045,0
2023-08-19T19:18:57.526Z,66056,a8654858-4733-413e-a816-5e8ac3189bc3,3f1f3bd2-8b34-4bf6-8a53-3cd42a270800,"[{'product_id': 17067, 'quantity': 1, 'item_price': 309736}]",LinkAja,Success,0,,10000,-8.46357076302644,113.357656035849,319736,1
2022-10-07T12:12:15.929Z,93936,e9cc17d5-ad9d-40fc-a05a-a17ec865c2e8,5b807779-230e-4234-a305-b65959187801,"[{'product_id': 17775, 'quantity': 3, 'item_price': 219275}]",Credit Card,Success,3865,BUYMORE,10000,-7.86567451247773,112.227261465272,663960,1
2019-12-03T21:56:12.729Z,80616,f4ad6a40-19c5-477d-b749-3dad14255a7f,6757d347-b086-4593-a993-e5f9562dfb96,"[{'product_id': 13846, 'quantity': 1, 'item_price': 153985}, {'product_id': 46470, 'quantity': 1, 'item_price': 243850}, {'product_id': 48405, 'quantity': 1, 'item_price': 318226}]",Debit Card,Success,0,,10000,-3.16285080996261,126.291012303557,726061,1
